customer_id,account_id,current_balance,account_type,opening_date,account_status
407,407,9244.9,poupança,2025-04-07 01:46:19.628620,pendente
408,408,11856.17,poupança,2025-02-10 18:43:39.195447,bloqueada
409,409,893.65,corrente,2025-03-23 09:23:15.506894,pendente
410,410,11315.38,poupança,2025-02-01 10:12:30.674377,desbloqueada
411,411,5136.14,corrente,2025-04-15 00:48:11.099003,bloqueada
412,412,567.21,salário,2025-02-13 09:33:48.873958,bloqueada
413,413,2918.27,corrente,2025-04-16 09:57:35.869999,bloqueada
414,414,7215.97,poupança,2025-01-23 22:52:45.733017,pendente
415,415,10585.62,corrente,2025-01-19 03:04:16.738749,desbloqueada
416,416,505.9,salário,2025-01-31 15:56:04.744858,bloqueada
417,417,6382.89,salário,2025-02-20 07:20:59.920751,pendente
418,418,11323.93,corrente,2025-03-15 18:40:35.130949,desbloqueada
419,419,8690.7,salário,2025-02-18 07:53:49.990642,desbloqueada
420,420,12689.27,salário,2025-03-28 02:40:44.806549,pendente
421,421,1795.2,poupança,2025-02-22 13:28:59.051006,pendente
422,422,13393.46,corrente,2025-01-18 21:19:43.897881,desbloqueada
423,423,5329.98,poupança,2025-01-23 03:36:32.786864,pendente
424,424,9770.03,corrente,2025-04-14 17:21:29.964692,bloqueada
425,425,4580.02,poupança,2025-02-05 10:39:59.472368,bloqueada
426,426,3669.83,corrente,2025-01-15 21:42:42.301208,pendente
427,427,4233.73,poupança,2025-02-22 05:53:46.989938,bloqueada
428,428,3800.44,poupança,2025-04-08 08:15:18.787676,bloqueada
429,429,13929.18,salário,2025-03-23 06:29:10.044504,pendente
430,430,9066.53,salário,2025-04-13 03:35:59.811338,desbloqueada
431,431,4588.99,salário,2025-04-06 18:59:32.174557,bloqueada
432,432,13614.93,corrente,2025-03-17 11:36:33.980172,bloqueada
433,433,13357.87,corrente,2025-02-27 03:09:13.486652,pendente
434,434,12168.93,salário,2025-02-17 22:34:34.460026,bloqueada
435,435,9677.06,poupança,2025-03-08 12:19:12.942065,bloqueada
436,436,6990.16,poupança,2025-01-06 16:28:24.123762,bloqueada
437,437,1229.54,corrente,2025-01-12 21:45:07.154386,bloqueada
438,438,718.6,corrente,2025-02-08 15:03:54.194151,bloqueada
439,439,6993.25,poupança,2025-01-16 05:07:28.804621,pendente
440,440,13867.48,corrente,2025-03-01 03:45:46.867103,bloqueada
441,441,13526.8,salário,2025-02-05 21:21:49.110414,pendente
442,442,8123.21,poupança,2025-03-14 11:45:34.894151,desbloqueada
443,443,6252.89,salário,2025-04-09 13:22:50.483906,pendente
444,444,10427.78,poupança,2025-04-10 22:13:01.014921,bloqueada
445,445,3211.89,poupança,2025-01-13 08:23:02.285176,pendente
446,446,8513.08,corrente,2025-01-07 07:28:21.558322,pendente
447,447,408.19,salário,2025-01-19 01:28:48.914902,pendente
448,448,2690.48,corrente,2025-02-24 20:49:39.188408,pendente
449,449,4225.99,corrente,2025-02-22 12:53:54.836783,desbloqueada
450,450,768.15,corrente,2025-04-15 11:22:58.902692,bloqueada
451,451,4100.85,salário,2025-03-14 23:02:55.142920,desbloqueada
452,452,9248.74,corrente,2025-03-23 16:07:04.229451,bloqueada
453,453,5454.37,corrente,2025-02-25 03:34:20.940455,desbloqueada
454,454,3644.8,poupança,2025-03-21 08:47:15.694823,desbloqueada
455,455,2164.82,poupança,2025-02-12 15:43:29.118902,bloqueada
456,456,279.09,poupança,2025-01-29 12:59:33.845661,desbloqueada
457,457,11027.29,salário,2025-03-17 11:40:18.741350,pendente
458,458,12129.29,corrente,2025-02-16 23:29:33.974427,bloqueada
459,459,14217.41,salário,2025-01-27 03:35:28.096684,pendente
460,460,2976.26,salário,2025-04-01 21:08:45.421385,desbloqueada
461,461,9195.84,corrente,2025-01-16 21:01:25.905240,pendente
462,462,13121.56,salário,2025-01-01 13:08:11.118870,bloqueada
463,463,4621.65,poupança,2025-03-14 17:46:48.320870,pendente
464,464,3904.15,poupança,2025-01-16 05:48:08.776148,bloqueada
465,465,1525.06,poupança,2025-01-23 22:20:52.093704,desbloqueada
466,466,6282.11,salário,2025-01-09 03:39:15.359593,desbloqueada
467,467,10720.31,corrente,2025-01-27 14:57:15.481544,bloqueada
468,468,4408.45,corrente,2025-01-04 18:08:41.588824,desbloqueada
469,469,2327.23,salário,2025-01-07 23:43:05.056647,pendente
470,470,9197.0,salário,2025-04-09 03:28:03.105920,pendente
471,471,954.14,salário,2025-01-11 06:19:36.972816,bloqueada
472,472,9519.85,corrente,2025-03-07 09:30:25.912715,pendente
473,473,12652.31,corrente,2025-01-07 07:44:52.668752,pendente
474,474,6574.77,salário,2025-01-05 01:37:24.886901,desbloqueada
475,475,976.46,poupança,2025-01-28 16:25:35.112927,bloqueada
476,476,1574.97,poupança,2025-03-10 12:14:48.886389,bloqueada
477,477,7509.52,poupança,2025-03-28 18:10:43.242963,desbloqueada
478,478,11643.3,corrente,2025-01-24 18:22:31.330747,desbloqueada
479,479,11853.07,corrente,2025-01-20 23:49:49.643008,desbloqueada
480,480,750.89,corrente,2025-02-17 14:06:30.996717,desbloqueada
481,481,6470.23,salário,2025-01-09 09:20:25.296637,bloqueada
482,482,14338.48,salário,2025-01-27 05:13:33.034469,pendente
483,483,1677.53,poupança,2025-01-14 16:28:39.397707,bloqueada
484,484,9743.44,salário,2025-04-10 20:12:23.955754,pendente
485,485,14946.82,poupança,2025-03-03 06:08:45.792290,bloqueada
486,486,8998.38,salário,2025-01-15 02:58:33.560719,bloqueada
487,487,4034.17,poupança,2025-03-26 06:14:39.531941,desbloqueada
488,488,9823.29,poupança,2025-01-12 01:02:53.254497,pendente
489,489,6278.12,poupança,2025-04-14 00:00:01.104494,bloqueada
490,490,295.91,salário,2025-02-09 23:22:52.372465,pendente
491,491,4276.39,corrente,2025-02-13 18:41:56.384168,bloqueada
492,492,6797.0,salário,2025-03-25 22:02:20.987468,pendente
493,493,10128.3,salário,2025-01-14 08:05:45.133986,bloqueada
494,494,4268.03,poupança,2025-02-02 16:44:52.731668,desbloqueada
495,495,7261.63,poupança,2025-02-06 08:30:50.924073,desbloqueada
496,496,9200.68,poupança,2025-03-17 10:42:13.182475,desbloqueada
497,497,12477.59,salário,2025-04-07 13:48:53.510726,bloqueada
498,498,1332.66,corrente,2025-02-15 02:29:36.803814,desbloqueada
499,499,13504.58,salário,2025-01-26 05:58:08.860853,bloqueada
500,500,1756.98,salário,2025-04-13 02:07:00.533590,pendente
501,501,12353.3,corrente,2025-04-14 19:30:42.629275,desbloqueada
502,502,6914.69,poupança,2025-01-27 01:09:45.978579,desbloqueada
503,503,14288.11,corrente,2025-03-12 03:30:33.738524,bloqueada
504,504,10864.74,salário,2025-01-20 08:41:51.096383,desbloqueada
505,505,3920.65,corrente,2025-02-09 01:10:53.246609,bloqueada
506,506,5078.03,poupança,2025-02-18 18:54:45.912071,bloqueada
507,507,14998.1,salário,2025-04-06 04:27:52.935836,pendente
508,508,8331.72,corrente,2025-02-21 22:58:48.844253,pendente
509,509,2313.62,poupança,2025-02-28 12:11:56.116231,desbloqueada
510,510,8076.12,corrente,2025-01-18 16:08:41.337550,desbloqueada
511,511,14694.58,poupança,2025-03-21 07:36:47.956170,desbloqueada
512,512,2553.77,corrente,2025-04-10 08:13:55.928828,bloqueada
513,513,11737.77,corrente,2025-01-04 20:30:00.826191,desbloqueada
514,514,11731.91,corrente,2025-01-08 22:38:09.925547,desbloqueada
515,515,14974.58,poupança,2025-03-18 22:20:26.187305,bloqueada
516,516,14131.81,corrente,2025-03-01 23:08:59.178546,desbloqueada
517,517,12090.18,poupança,2025-02-07 05:06:31.692064,bloqueada
518,518,3350.41,poupança,2025-04-13 04:49:39.616190,desbloqueada
519,519,6938.72,poupança,2025-04-11 09:21:57.359693,desbloqueada
520,520,7959.44,corrente,2025-02-02 10:28:16.635483,desbloqueada
521,521,557.8,corrente,2025-01-27 16:44:50.432893,desbloqueada
522,522,1538.68,corrente,2025-04-12 10:10:51.433602,desbloqueada
523,523,7950.58,corrente,2025-03-03 11:27:15.662629,desbloqueada
524,524,4926.0,corrente,2025-02-25 20:30:08.017250,pendente
525,525,13731.91,poupança,2025-03-30 14:05:01.383497,desbloqueada
526,526,8054.36,poupança,2025-03-14 17:49:14.803729,bloqueada
527,527,1362.28,salário,2025-01-30 22:29:52.852972,pendente
528,528,5542.39,poupança,2025-03-09 14:09:28.010540,desbloqueada
529,529,14979.98,poupança,2025-02-04 09:02:55.569294,pendente
530,530,9390.63,corrente,2025-03-31 07:52:29.057329,pendente
531,531,12992.34,corrente,2025-01-29 03:53:12.131871,pendente
532,532,7593.11,poupança,2025-01-15 09:43:21.161425,pendente
533,533,1474.19,corrente,2025-03-02 12:14:02.018124,pendente
534,534,5244.86,corrente,2025-03-21 09:53:28.012077,bloqueada
535,535,9675.14,poupança,2025-01-13 10:07:48.583347,desbloqueada
536,536,5668.09,poupança,2025-04-11 22:54:49.680007,bloqueada
537,537,10284.27,salário,2025-04-14 23:00:38.135410,bloqueada
538,538,4390.23,poupança,2025-02-28 01:54:11.575851,pendente
539,539,2951.3,corrente,2025-04-15 02:05:58.938227,bloqueada
540,540,12207.4,salário,2025-01-03 12:10:54.389340,desbloqueada
541,541,12174.99,salário,2025-01-22 17:00:52.645446,pendente
542,542,1143.37,poupança,2025-04-17 01:36:08.123457,pendente
543,543,5231.93,salário,2025-04-10 01:34:45.202398,bloqueada
544,544,12140.91,corrente,2025-01-08 01:01:15.482416,pendente
545,545,13970.69,salário,2025-01-05 18:23:33.525056,bloqueada
546,546,12930.47,poupança,2025-03-28 20:00:23.507394,desbloqueada
547,547,11098.67,corrente,2025-01-01 23:08:48.156327,bloqueada
548,548,13595.41,corrente,2025-03-24 20:59:53.431186,pendente
549,549,12950.13,corrente,2025-03-28 00:23:38.325980,pendente
550,550,4579.29,salário,2025-02-02 11:02:36.097348,desbloqueada
551,551,700.0,corrente,2025-02-10 02:44:15.474848,bloqueada
552,552,14349.24,corrente,2025-02-27 16:50:22.150164,desbloqueada
553,553,13129.11,salário,2025-03-01 10:47:42.069157,bloqueada
554,554,7663.11,poupança,2025-02-04 07:32:11.525801,bloqueada
555,555,12293.57,salário,2025-03-29 19:51:30.712605,desbloqueada
556,556,3970.81,salário,2025-01-10 02:48:09.060831,pendente
557,557,14916.36,corrente,2025-01-22 05:37:02.448914,desbloqueada
558,558,5942.48,corrente,2025-03-14 10:42:46.864301,bloqueada
559,559,14483.68,poupança,2025-02-28 21:18:09.363123,desbloqueada
560,560,8884.41,corrente,2025-03-25 23:22:27.766869,pendente
561,561,14787.76,corrente,2025-01-25 17:52:36.966275,bloqueada
562,562,5534.56,corrente,2025-03-15 16:14:52.387910,desbloqueada
563,563,7439.42,corrente,2025-02-08 21:03:33.167706,pendente
564,564,7493.2,corrente,2025-04-09 09:57:52.183041,pendente
565,565,4174.23,poupança,2025-02-04 11:46:58.153187,desbloqueada
566,566,13059.93,poupança,2025-03-04 17:40:41.155496,pendente
567,567,9822.39,salário,2025-03-03 04:21:41.996252,pendente
568,568,3401.5,corrente,2025-01-10 02:03:42.719374,pendente
569,569,2527.19,corrente,2025-02-02 14:31:09.231886,pendente
570,570,6613.94,poupança,2025-03-30 12:57:46.038852,pendente
571,571,13899.27,poupança,2025-04-10 18:49:28.928490,desbloqueada
572,572,11141.49,poupança,2025-04-10 03:43:42.253180,pendente
573,573,6283.94,corrente,2025-04-15 11:07:04.809304,bloqueada
574,574,6656.53,salário,2025-02-15 05:07:06.882827,bloqueada
575,575,12346.68,salário,2025-02-02 06:54:36.574844,pendente
576,576,1875.61,corrente,2025-03-10 23:46:11.458676,pendente
577,577,931.79,salário,2025-04-10 04:53:44.693326,pendente
578,578,8953.45,salário,2025-03-31 23:01:01.971794,desbloqueada
579,579,9980.1,salário,2025-04-02 12:29:56.199752,desbloqueada
580,580,12769.68,corrente,2025-04-12 15:49:22.823118,pendente
581,581,10932.35,poupança,2025-02-04 13:23:24.236021,bloqueada
582,582,13728.02,corrente,2025-02-15 05:11:14.812286,bloqueada
583,583,7118.16,corrente,2025-03-03 20:18:15.364816,bloqueada
584,584,14382.79,corrente,2025-04-17 16:47:58.691473,pendente
585,585,7342.62,poupança,2025-03-04 23:47:19.584763,pendente
586,586,4743.31,salário,2025-03-05 01:11:57.023733,bloqueada
587,587,2560.51,salário,2025-03-05 05:53:09.055094,bloqueada
588,588,14300.54,corrente,2025-02-26 02:43:02.242578,bloqueada
589,589,10039.77,poupança,2025-04-02 07:34:00.155464,desbloqueada
590,590,11565.03,salário,2025-03-19 22:44:42.327615,bloqueada
591,591,14839.6,salário,2025-02-16 07:42:44.165461,bloqueada
592,592,2597.57,salário,2025-01-31 12:28:08.480586,desbloqueada
593,593,25.05,corrente,2025-02-18 06:44:55.136859,bloqueada
594,594,2553.68,poupança,2025-01-13 09:47:54.157373,pendente
595,595,8186.56,salário,2025-02-26 07:24:48.190544,bloqueada
596,596,6684.8,poupança,2025-04-12 09:37:01.070174,desbloqueada
597,597,5250.16,corrente,2025-04-06 11:22:41.582784,pendente
598,598,7421.51,salário,2025-01-29 22:20:25.915693,pendente
599,599,11448.48,salário,2025-03-15 23:37:39.089746,bloqueada
600,600,7593.62,poupança,2025-02-07 22:53:01.760869,bloqueada
601,601,3438.47,salário,2025-02-05 11:00:57.294179,desbloqueada
602,602,13044.7,salário,2025-02-20 13:45:43.862913,bloqueada
603,603,13981.11,corrente,2025-04-08 14:54:29.013692,bloqueada
604,604,8285.47,corrente,2025-03-04 08:53:31.428578,desbloqueada
605,605,13133.88,salário,2025-03-23 19:38:20.005196,bloqueada
606,606,1643.63,poupança,2025-02-26 12:46:22.182436,bloqueada
607,607,7336.4,salário,2025-02-27 10:28:48.797571,pendente
608,608,5846.0,corrente,2025-01-30 07:55:31.226803,pendente
609,609,2797.06,corrente,2025-01-24 00:12:42.059860,pendente
610,610,725.49,salário,2025-02-26 01:28:25.603133,desbloqueada
611,611,8400.29,salário,2025-03-01 06:45:42.732130,bloqueada
612,612,14667.26,corrente,2025-03-30 17:10:18.895689,pendente
613,613,6238.1,salário,2025-02-11 00:51:34.179203,desbloqueada
614,614,1508.05,poupança,2025-02-17 06:57:38.560702,bloqueada
615,615,9766.51,salário,2025-03-31 10:56:36.649920,desbloqueada
616,616,2937.25,poupança,2025-03-28 21:28:40.020859,bloqueada
617,617,12871.18,poupança,2025-02-07 12:50:08.477728,bloqueada
618,618,14420.87,corrente,2025-03-26 15:52:05.191241,bloqueada
619,619,11959.49,salário,2025-02-11 15:30:28.088070,desbloqueada
620,620,10951.43,poupança,2025-03-12 19:56:53.348631,desbloqueada
621,621,10430.54,corrente,2025-01-23 22:53:01.472994,bloqueada
622,622,1783.75,corrente,2025-02-04 01:21:11.529994,bloqueada
623,623,7210.31,corrente,2025-01-18 12:34:33.679264,bloqueada
624,624,14271.25,salário,2025-01-15 06:23:46.214303,bloqueada
625,625,1775.73,poupança,2025-02-13 08:57:01.887082,pendente
626,626,7408.42,poupança,2025-03-22 01:30:14.641751,pendente
627,627,6042.07,poupança,2025-01-21 17:02:14.062111,desbloqueada
628,628,1296.26,poupança,2025-01-08 20:59:56.220962,pendente
629,629,11056.65,corrente,2025-02-27 09:18:17.938894,pendente
630,630,7901.65,salário,2025-02-13 11:42:50.634845,desbloqueada
631,631,8587.65,salário,2025-02-13 18:58:16.202032,desbloqueada
632,632,11518.46,corrente,2025-01-14 18:06:06.535604,bloqueada
633,633,683.1,poupança,2025-01-18 00:53:25.651228,bloqueada
634,634,7252.5,corrente,2025-01-16 14:52:49.230730,pendente
635,635,12907.2,salário,2025-03-19 01:54:25.155602,pendente
636,636,12954.13,poupança,2025-03-08 19:04:25.765538,bloqueada
637,637,14691.88,corrente,2025-02-08 07:52:05.812482,pendente
638,638,11188.6,corrente,2025-01-13 06:34:16.712023,desbloqueada
639,639,1283.89,salário,2025-01-26 00:11:33.797470,pendente
640,640,6155.33,poupança,2025-01-11 02:02:30.397004,pendente
641,641,2916.85,salário,2025-02-16 12:52:04.301361,desbloqueada
642,642,4730.05,poupança,2025-02-05 22:07:46.428058,bloqueada
643,643,6660.57,poupança,2025-04-04 09:11:55.565825,pendente
644,644,11149.63,salário,2025-01-15 23:22:48.209492,bloqueada
645,645,11843.61,corrente,2025-03-06 19:45:03.357333,desbloqueada
646,646,713.93,corrente,2025-01-10 15:41:25.907629,pendente
647,647,4281.3,poupança,2025-02-12 01:28:50.068775,bloqueada
648,648,1710.36,poupança,2025-01-30 13:02:57.025616,pendente
649,649,11183.97,corrente,2025-02-18 00:32:00.549312,pendente
650,650,12487.19,corrente,2025-01-19 04:26:15.186608,desbloqueada
651,651,1855.5,salário,2025-01-04 17:56:03.776684,bloqueada
652,652,855.53,salário,2025-04-13 21:57:32.919398,bloqueada
653,653,9972.52,salário,2025-03-29 17:42:24.392287,bloqueada
654,654,8426.79,salário,2025-02-13 21:35:03.543838,desbloqueada
655,655,1869.94,poupança,2025-01-23 07:29:14.330159,pendente
656,656,8185.52,salário,2025-03-10 05:44:50.952477,bloqueada
657,657,11766.65,poupança,2025-03-15 07:56:28.615377,desbloqueada
658,658,10341.08,poupança,2025-03-29 07:37:11.458794,bloqueada
659,659,9724.15,salário,2025-02-05 16:02:28.566297,desbloqueada
660,660,4989.11,salário,2025-01-08 15:53:01.291731,desbloqueada
661,661,6873.66,poupança,2025-01-16 17:53:11.250273,bloqueada
662,662,1935.73,salário,2025-01-23 13:27:02.613557,pendente
663,663,6382.04,salário,2025-02-21 22:53:08.816104,pendente
664,664,12694.35,poupança,2025-01-27 02:01:48.633644,bloqueada
665,665,650.78,salário,2025-02-20 20:50:34.732050,pendente
666,666,13259.56,salário,2025-02-22 07:19:56.595345,desbloqueada
667,667,889.11,salário,2025-04-10 09:30:28.002582,pendente
668,668,8795.95,poupança,2025-03-04 01:52:29.413104,bloqueada
669,669,1431.79,salário,2025-03-04 06:05:26.636455,bloqueada
670,670,4649.57,poupança,2025-04-17 17:56:25.686742,bloqueada
671,671,720.9,poupança,2025-01-20 02:10:44.773964,desbloqueada
672,672,1520.17,salário,2025-01-27 07:56:05.784204,pendente
673,673,12765.5,corrente,2025-03-09 22:51:07.070997,bloqueada
674,674,9688.61,corrente,2025-03-06 13:45:26.679603,bloqueada
675,675,11622.59,salário,2025-01-18 20:14:58.405178,pendente
676,676,6545.25,salário,2025-03-25 10:13:44.226203,bloqueada
677,677,12337.72,corrente,2025-01-16 04:03:29.346567,desbloqueada
678,678,6686.75,salário,2025-02-05 02:20:20.886295,desbloqueada
679,679,5393.19,salário,2025-03-16 05:01:55.593194,bloqueada
680,680,9521.54,salário,2025-04-05 03:12:32.696497,desbloqueada
681,681,10544.03,poupança,2025-03-30 18:07:24.328908,pendente
682,682,7485.75,poupança,2025-03-04 08:35:13.875100,bloqueada
683,683,3412.99,salário,2025-01-17 19:50:59.026623,desbloqueada
684,684,12084.53,salário,2025-02-18 15:05:47.029865,desbloqueada
685,685,8130.7,corrente,2025-02-04 15:21:13.132924,bloqueada
686,686,4299.42,salário,2025-03-15 10:39:29.112633,pendente
687,687,8070.03,poupança,2025-02-02 22:05:35.188509,desbloqueada
688,688,11924.33,poupança,2025-01-19 18:41:59.990885,bloqueada
689,689,10000.21,salário,2025-01-13 21:51:19.956051,desbloqueada
690,690,11946.69,corrente,2025-03-07 17:47:53.966915,desbloqueada
691,691,12375.29,corrente,2025-02-17 23:07:30.596318,bloqueada
692,692,883.72,salário,2025-02-10 00:52:08.443454,desbloqueada
693,693,11706.64,corrente,2025-01-27 14:41:54.141642,bloqueada
694,694,2245.77,corrente,2025-02-19 20:16:42.155055,bloqueada
695,695,14156.23,salário,2025-01-28 13:00:52.084873,pendente
696,696,7883.47,poupança,2025-01-10 19:13:47.510245,bloqueada
697,697,4456.86,corrente,2025-01-15 18:34:20.254689,desbloqueada
698,698,8378.83,salário,2025-02-09 18:45:42.554764,bloqueada
699,699,10618.91,salário,2025-04-18 12:38:55.991704,bloqueada
700,700,1926.42,corrente,2025-03-01 13:45:13.446856,bloqueada
701,701,4560.63,salário,2025-03-16 22:08:16.325394,pendente
702,702,3336.15,corrente,2025-02-14 00:53:59.889032,desbloqueada
703,703,6587.99,poupança,2025-03-18 09:28:18.724827,desbloqueada
704,704,13687.71,corrente,2025-03-24 17:52:12.387351,pendente
705,705,2521.86,salário,2025-02-18 02:43:41.137547,desbloqueada
706,706,3854.89,poupança,2025-01-16 23:16:15.479955,bloqueada
707,707,11378.24,corrente,2025-01-18 18:44:35.094773,bloqueada
708,708,5457.39,poupança,2025-01-16 04:57:28.629600,desbloqueada
709,709,12566.76,poupança,2025-02-25 13:49:53.180208,pendente
710,710,5389.32,salário,2025-02-03 11:13:54.413064,bloqueada
711,711,7321.34,corrente,2025-02-14 15:31:42.942983,desbloqueada
712,712,2520.7,salário,2025-04-17 07:44:03.474233,pendente
713,713,348.47,poupança,2025-01-11 11:08:19.943375,pendente
714,714,2377.08,salário,2025-03-02 07:31:12.590889,desbloqueada
715,715,10190.07,salário,2025-02-20 08:05:40.632387,bloqueada
716,716,12826.68,poupança,2025-03-09 05:00:11.915079,bloqueada
717,717,11218.5,corrente,2025-02-16 22:25:05.609596,desbloqueada
718,718,2350.33,poupança,2025-03-08 06:46:33.500057,pendente
719,719,2810.03,poupança,2025-04-01 01:41:09.032665,desbloqueada
720,720,11183.39,salário,2025-01-14 07:16:06.049149,desbloqueada
721,721,3560.46,salário,2025-04-09 17:02:31.408127,pendente
722,722,5584.33,corrente,2025-03-26 03:26:19.316626,desbloqueada
723,723,3116.28,salário,2025-03-15 11:42:43.967930,bloqueada
724,724,3137.2,corrente,2025-04-09 18:26:21.259456,pendente
725,725,7179.17,corrente,2025-01-25 01:15:56.169360,bloqueada
726,726,1610.99,salário,2025-03-18 04:48:01.595890,pendente
727,727,8188.38,poupança,2025-01-09 05:45:00.815041,desbloqueada
728,728,4020.0,salário,2025-03-20 03:03:47.028757,pendente
729,729,10550.62,corrente,2025-01-17 17:49:17.224752,pendente
730,730,14209.17,corrente,2025-02-26 03:49:19.909808,pendente
731,731,13438.74,salário,2025-03-19 00:47:29.281468,desbloqueada
732,732,3145.62,corrente,2025-04-12 23:24:50.057729,pendente
733,733,1412.29,salário,2025-02-10 17:45:50.844367,desbloqueada
734,734,14608.92,poupança,2025-02-26 21:07:08.556345,desbloqueada
735,735,9064.89,poupança,2025-04-09 02:33:01.299119,bloqueada
736,736,1295.37,corrente,2025-03-11 03:53:31.266632,pendente
737,737,8673.28,poupança,2025-03-03 09:17:39.805113,desbloqueada
738,738,11154.92,corrente,2025-03-09 07:47:14.765308,bloqueada
739,739,1654.57,corrente,2025-01-18 20:56:09.056749,pendente
740,740,8918.86,poupança,2025-02-21 17:04:09.141073,pendente
741,741,8116.34,salário,2025-01-29 05:36:42.079863,pendente
742,742,5827.98,corrente,2025-03-13 19:40:17.278155,pendente
743,743,8225.98,poupança,2025-02-26 18:20:04.138644,pendente
744,744,10195.2,salário,2025-04-04 17:06:20.232155,bloqueada
745,745,5028.08,corrente,2025-02-01 09:10:51.994527,bloqueada
746,746,3392.14,salário,2025-02-15 22:20:52.501578,bloqueada
747,747,4727.9,salário,2025-03-11 08:08:18.661241,pendente
748,748,4891.51,salário,2025-02-14 10:48:17.578863,desbloqueada
749,749,7246.02,poupança,2025-03-09 19:35:58.645675,bloqueada
750,750,14679.48,salário,2025-01-01 18:53:54.046892,bloqueada
751,751,5822.76,poupança,2025-01-29 15:26:35.088516,desbloqueada
752,752,10168.97,poupança,2025-04-04 20:16:41.105727,bloqueada
753,753,6527.45,poupança,2025-03-15 04:05:23.505403,pendente
754,754,9241.26,corrente,2025-02-15 13:57:24.881863,pendente
755,755,13363.73,poupança,2025-02-04 18:31:31.314190,bloqueada
756,756,10449.29,salário,2025-02-15 18:58:01.035157,desbloqueada
757,757,5820.05,salário,2025-03-28 04:23:53.999918,bloqueada
758,758,14890.87,corrente,2025-03-27 10:07:37.486908,desbloqueada
759,759,6050.39,poupança,2025-01-26 04:43:22.806454,bloqueada
760,760,14127.95,poupança,2025-01-11 14:52:47.525041,bloqueada
761,761,5514.75,poupança,2025-04-16 20:02:52.306812,bloqueada
762,762,14643.37,salário,2025-02-11 02:24:38.392239,bloqueada
763,763,8851.44,corrente,2025-01-13 13:00:51.368402,pendente
764,764,14863.18,corrente,2025-03-16 14:44:19.805546,pendente
765,765,1725.28,corrente,2025-04-02 15:27:54.443623,pendente
766,766,6534.03,corrente,2025-02-25 07:40:48.406924,pendente
767,767,9310.38,poupança,2025-01-30 03:09:30.927705,pendente
768,768,13512.24,corrente,2025-02-18 17:55:18.482776,pendente
769,769,11860.89,poupança,2025-01-11 18:37:16.576269,bloqueada
770,770,3147.07,corrente,2025-03-14 14:21:34.101565,desbloqueada
771,771,13820.56,corrente,2025-03-08 19:08:36.916502,pendente
772,772,1098.16,salário,2025-01-24 06:59:24.058545,pendente
773,773,10878.81,salário,2025-04-01 02:34:02.545486,bloqueada
774,774,7465.93,salário,2025-01-25 16:23:37.366721,bloqueada
775,775,723.7,corrente,2025-04-05 11:02:10.397905,desbloqueada
776,776,9618.5,salário,2025-02-16 04:09:56.973748,desbloqueada
777,777,6968.24,poupança,2025-04-06 02:31:03.895607,desbloqueada
778,778,10382.5,poupança,2025-01-27 11:16:41.998849,pendente
779,779,12914.67,poupança,2025-04-08 06:08:08.606351,pendente
780,780,4287.19,corrente,2025-02-03 15:45:34.212151,bloqueada
781,781,12294.43,poupança,2025-03-21 01:03:51.257278,desbloqueada
782,782,13861.78,poupança,2025-02-25 13:43:59.577959,desbloqueada
783,783,3226.35,poupança,2025-03-17 05:31:40.472664,bloqueada
784,784,1993.92,poupança,2025-04-08 14:49:22.732725,desbloqueada
785,785,7560.74,corrente,2025-03-22 17:11:40.803418,desbloqueada
786,786,11133.19,salário,2025-02-28 22:48:36.246704,desbloqueada
787,787,12371.98,salário,2025-04-14 04:28:22.313031,desbloqueada
788,788,9587.89,poupança,2025-02-27 05:15:21.692020,pendente
789,789,359.11,salário,2025-02-11 01:53:01.818043,bloqueada
790,790,12247.04,corrente,2025-02-26 08:18:08.672616,desbloqueada
791,791,10839.29,salário,2025-03-17 12:54:10.539678,pendente
792,792,1640.78,poupança,2025-01-23 15:40:03.519565,bloqueada
793,793,13168.86,corrente,2025-01-16 17:39:26.292651,bloqueada
794,794,10468.14,corrente,2025-03-21 19:40:40.114725,bloqueada
795,795,941.2,corrente,2025-03-18 21:50:57.212560,bloqueada
796,796,9206.51,poupança,2025-01-22 15:04:20.022048,pendente
797,797,10790.38,salário,2025-01-04 13:12:13.342779,desbloqueada
798,798,7387.97,salário,2025-02-20 14:25:58.662158,bloqueada
799,799,12605.04,salário,2025-03-04 12:59:54.971759,desbloqueada
800,800,7926.69,salário,2025-03-01 07:51:37.887920,desbloqueada
801,801,6783.43,corrente,2025-02-10 03:58:15.684692,bloqueada
802,802,12876.86,corrente,2025-02-11 09:25:27.136984,pendente
803,803,14653.26,corrente,2025-03-01 23:06:30.326924,desbloqueada
804,804,4493.11,corrente,2025-02-28 08:37:15.414515,bloqueada
805,805,9605.66,poupança,2025-02-26 04:33:32.249055,pendente
806,806,11064.35,corrente,2025-01-25 11:10:19.068053,bloqueada
807,807,11942.23,corrente,2025-02-17 04:34:39.424743,pendente
808,808,7561.43,corrente,2025-02-27 13:27:40.624125,pendente
809,809,771.39,corrente,2025-03-28 22:02:05.856183,desbloqueada
810,810,5329.09,salário,2025-04-01 05:00:50.601561,pendente
811,811,2182.4,corrente,2025-03-05 23:03:19.100873,desbloqueada
812,812,14234.38,poupança,2025-03-08 22:34:09.171580,desbloqueada
813,813,5787.9,poupança,2025-02-14 05:34:43.361030,bloqueada
