transation_id,account_id,recipient_id,amount,type,time_start,location,processed_at
1702,9472,9773,4369.86,retirada,23:47:02,Gutierrezmouth,23:47:44
1703,5326,7967,4240.66,retirada,08:22:23,East Christopherberg,08:23:07
1704,6474,5618,345.2,retirada,05:01:31,Port Rebeccashire,05:02:05
1705,9033,7374,1960.08,retirada,08:41:58,Lake Tammy,08:42:41
1706,9244,9976,4518.16,depósito,17:29:37,Port Jamesstad,17:30:16
1707,5210,6026,3865.37,depósito,21:02:52,North Tristan,21:02:58
1708,404,7373,4090.58,pagamento,22:01:35,North Tom,22:02:19
1709,6486,5859,600.6,depósito,17:55:03,Freemanland,17:55:41
1710,6935,8458,1523.02,transferência,15:16:36,Allenhaven,15:16:46
1711,257,1395,4770.96,retirada,05:04:49,North Charles,05:05:10
1712,2351,6528,3224.8,pagamento,22:01:18,Lutzville,22:01:53
1713,9985,5282,3815.38,transferência,15:31:14,Murrayhaven,15:31:25
1714,5498,1476,1518.72,depósito,16:25:29,Theresaville,16:25:37
1715,9546,9695,1687.56,depósito,13:04:15,North Ronaldmouth,13:04:45
1716,9654,7745,2277.71,depósito,16:10:15,Weberfort,16:11:05
1717,7279,1504,719.19,depósito,16:32:48,Lake Brittanyburgh,16:33:28
1718,596,9838,1747.65,depósito,03:58:58,New Victorchester,03:59:32
1719,3572,7713,1080.97,pagamento,19:25:03,New Jeromehaven,19:25:58
1720,686,3530,3953.51,retirada,10:38:50,New Jessica,10:39:25
1721,6485,9510,196.87,depósito,16:52:10,Jenniferfort,16:52:42
1722,8353,5127,4800.99,depósito,07:35:51,Lake Nancy,07:36:09
1723,1204,8943,1390.14,depósito,01:32:01,Bowersshire,01:32:51
1724,8134,5241,2509.53,transferência,16:47:09,Port Michele,16:47:18
1725,9996,3799,4241.78,depósito,18:25:19,Port Brianberg,18:25:42
1726,3738,3598,2720.3,transferência,16:30:09,Jesseview,16:30:17
1727,1886,5210,4384.9,retirada,16:05:40,Baileyland,16:06:07
1728,3978,4444,1616.71,depósito,04:25:25,Woodshire,04:25:42
1729,2059,4533,3011.84,depósito,10:13:06,Port Victoria,10:13:25
1730,8093,6320,2284.2,transferência,15:19:21,Chadbury,15:19:34
1731,4919,9447,612.73,transferência,17:21:07,West Michaelfurt,17:21:27
1732,4929,7060,747.83,pagamento,21:25:31,Owensshire,21:26:08
1733,224,5643,1171.14,pagamento,18:03:15,New Sarah,18:03:49
1734,6443,5998,1045.84,transferência,00:39:28,East Tiffany,00:39:33
1735,1477,7314,1126.79,retirada,20:08:46,Edwardfort,20:09:01
1736,1120,3113,2909.59,retirada,09:29:08,Michaelshire,09:30:04
1737,3516,9790,1938.01,depósito,18:43:26,East Brianport,18:43:59
1738,413,6278,1966.77,transferência,03:39:13,New Michelle,03:39:23
1739,9135,5205,4744.7,depósito,17:25:14,Lake Carlosmouth,17:25:56
1740,167,8856,1818.22,retirada,22:23:14,Port Jennifer,22:23:33
1741,9650,3086,1768.27,pagamento,14:18:57,Williamsfort,14:19:39
1742,8559,5490,4644.06,transferência,14:26:56,Velezbury,14:27:36
1743,2764,8518,1016.72,depósito,09:49:00,North Melissaville,09:49:17
1744,4449,6668,2731.02,pagamento,18:07:25,Melissaberg,18:07:31
1745,4864,6535,3489.96,retirada,03:39:48,Port Brenda,03:40:04
1746,8691,6127,4647.97,retirada,03:29:51,Crystalfort,03:30:39
1747,8551,9142,928.41,depósito,22:06:00,Smithside,22:07:00
1748,3713,4378,487.22,transferência,07:40:03,Port Jennifer,07:40:13
1749,7546,2861,4218.72,depósito,02:26:53,Carlsonmouth,02:27:44
1750,9753,9476,2061.16,transferência,07:06:02,Clarkstad,07:06:52
1751,3791,8138,4628.7,pagamento,21:53:45,Schneiderhaven,21:54:12
1752,9767,6963,460.64,depósito,20:34:37,North Kyleshire,20:35:11
1753,8908,7992,325.01,depósito,00:47:15,South Larrybury,00:48:11
1754,4689,2629,4776.96,pagamento,13:49:07,New Chelseaside,13:49:30
1755,8039,8783,4228.23,transferência,11:43:39,New Melissa,11:44:32
1756,7766,1874,313.88,transferência,12:20:28,Watkinsville,12:20:59
1757,7159,8432,22.43,depósito,12:19:19,Lake Julie,12:20:17
1758,8098,9934,86.43,pagamento,06:00:26,South Bradleyville,06:01:19
1759,1913,9595,4004.33,pagamento,01:54:57,Corystad,01:55:26
1760,5154,8249,182.66,pagamento,15:46:36,East Rodney,15:47:10
1761,6360,9026,1635.42,depósito,19:25:15,East Michael,19:26:15
1762,8773,4606,950.52,transferência,11:06:04,East Robert,11:06:44
1763,4376,2383,3587.86,retirada,22:52:44,South Jared,22:52:52
1764,6401,2661,470.83,transferência,01:51:53,Jakeberg,01:52:04
1765,8386,8270,2792.21,retirada,19:22:58,West Williammouth,19:23:55
1766,9764,4346,3289.27,retirada,18:40:02,East Daniel,18:40:37
1767,9643,5010,180.97,depósito,22:28:10,West James,22:29:05
1768,1520,3704,4573.56,retirada,07:22:26,East Todd,07:22:47
1769,8145,3856,4218.8,transferência,18:29:23,Anthonymouth,18:29:50
1770,351,5918,2089.27,pagamento,05:28:36,East Tarafurt,05:29:21
1771,768,2692,1457.68,depósito,15:19:17,Port Richard,15:20:11
1772,8090,9666,2267.64,retirada,23:46:35,Marthastad,23:47:05
1773,5982,2101,3850.29,pagamento,22:29:49,East Markberg,22:30:34
1774,4700,1832,1132.06,transferência,21:59:09,Port Anthony,22:00:03
1775,9558,5835,1197.09,depósito,22:51:17,South Lawrencemouth,22:51:55
1776,6845,2993,557.79,retirada,05:37:37,Lake Carrie,05:38:37
1777,4829,7414,3982.58,pagamento,16:00:34,Knoxton,16:00:45
1778,1541,2307,4552.19,retirada,05:48:39,Lake Rachelshire,05:49:36
1779,5694,6036,1160.72,depósito,14:59:21,Davishaven,14:59:33
1780,9184,4923,3206.54,pagamento,22:07:17,Hebertton,22:08:01
1781,9426,8111,2554.98,retirada,14:12:07,Madisonshire,14:12:39
1782,180,7087,4660.52,pagamento,17:06:53,North Melanieland,17:07:16
1783,7226,7042,1320.39,transferência,21:52:51,Lake Alexandra,21:52:58
1784,1570,7909,4653.02,retirada,22:04:55,Rebeccaside,22:05:02
1785,522,6140,3271.62,transferência,12:05:22,New Angela,12:05:56
1786,2932,3352,2167.78,pagamento,18:42:40,South Katherinefurt,18:43:08
1787,7571,7087,4805.77,pagamento,19:24:27,Josephborough,19:24:56
1788,5662,8637,4261.82,transferência,05:14:40,Careyton,05:15:30
1789,8074,5402,4625.59,transferência,10:41:04,West Kellyberg,10:41:47
1790,8227,3546,1330.69,retirada,13:12:13,Hansenchester,13:12:21
1791,965,4328,4250.08,retirada,12:56:06,West Keith,12:56:32
1792,7338,1063,441.6,pagamento,09:31:48,Port Rebecca,09:32:14
1793,2160,5658,3407.32,retirada,00:27:04,South Charles,00:27:42
1794,3446,2161,1390.02,transferência,06:24:22,North Mark,06:25:12
1795,9025,7711,4210.43,transferência,06:28:44,Jamestown,06:29:43
1796,6918,6763,1888.9,pagamento,14:40:35,Allenshire,14:41:07
1797,4553,5108,4843.89,depósito,10:46:16,East Josephhaven,10:47:02
1798,9268,7753,3196.42,pagamento,05:53:05,Mariefort,05:54:00
1799,3778,4266,4236.99,pagamento,20:37:49,Petersonberg,20:38:48
1800,5429,4012,3880.83,depósito,12:09:42,Deckerfurt,12:10:19
1801,7439,9010,4318.53,depósito,22:39:50,South Kristina,22:40:05
1802,7451,8719,1063.09,pagamento,14:03:37,Josephport,14:04:08
1803,8028,1167,4382.68,retirada,19:49:22,Lake Donaldville,19:49:43
1804,3138,5310,3530.35,pagamento,17:21:34,South Kellyville,17:21:39
1805,8227,6815,1648.59,retirada,20:08:27,South Jessicastad,20:09:15
1806,5605,9374,2634.59,retirada,15:00:39,Paceville,15:00:51
1807,5186,1151,4762.85,transferência,16:54:58,Maryborough,16:55:03
1808,4686,9258,3226.83,retirada,13:07:40,New Davidhaven,13:08:06
1809,3290,1750,3969.25,pagamento,06:57:10,Lopezfurt,06:57:39
1810,7375,1952,4356.95,transferência,06:12:11,West Tina,06:12:54
1811,500,2214,3090.49,pagamento,22:57:14,North Nicholas,22:57:45
1812,9825,5652,4335.14,depósito,13:51:18,Loweville,13:51:31
1813,8504,6386,518.01,retirada,15:34:40,West Patrick,15:35:19
1814,3237,7514,4028.88,transferência,02:47:33,Maldonadobury,02:47:48
1815,5656,5111,3878.39,transferência,00:03:04,North Deborahfurt,00:03:16
1816,2356,9004,314.75,pagamento,02:06:03,New Shannon,02:06:44
1817,9066,3799,4047.77,retirada,03:41:29,Port Lindsey,03:41:57
1818,5312,1514,3852.59,depósito,09:47:08,East Andrewmouth,09:47:58
1819,8330,5491,1669.96,retirada,02:55:36,Port Melinda,02:56:13
1820,4336,8714,3704.63,depósito,20:23:17,New Lindabury,20:23:22
1821,5972,4665,3399.87,transferência,16:17:34,South Tylerfort,16:18:28
1822,6736,2712,3895.3,depósito,11:45:52,Robintown,11:46:51
1823,5491,7994,372.72,transferência,05:49:20,Mooremouth,05:49:26
1824,9515,5662,539.8,retirada,05:30:55,South Amandafort,05:31:13
1825,2647,5928,2350.84,pagamento,11:30:55,Changchester,11:31:01
1826,3064,1199,4680.57,depósito,16:52:17,North Marc,16:52:49
1827,1988,4520,909.58,transferência,17:37:59,Johntown,17:38:18
1828,5520,2277,3973.77,depósito,17:46:25,New Barbara,17:47:12
1829,481,5118,4469.28,transferência,01:47:23,Fullertown,01:48:15
1830,2921,3077,3545.42,pagamento,12:05:21,Taylortown,12:05:48
1831,2329,4583,1210.81,transferência,22:09:27,Ellistown,22:09:37
1832,4222,6350,2756.11,depósito,10:25:39,Markport,10:25:58
1833,9334,2419,131.52,depósito,04:25:46,Leside,04:26:11
1834,9812,4877,766.22,pagamento,15:01:29,Newmanmouth,15:02:25
1835,4564,3088,742.75,pagamento,08:43:28,Johnsonport,08:44:24
1836,3875,3492,2720.66,retirada,02:54:09,Allenburgh,02:54:29
1837,4147,7039,1543.29,pagamento,05:07:35,North Jacqueline,05:07:53
1838,5700,6589,1543.83,pagamento,13:29:41,East Terrence,13:30:04
1839,5490,1850,3235.62,pagamento,16:28:03,West Michelle,16:28:14
1840,2058,3206,4402.86,retirada,06:41:24,Blackbury,06:42:04
1841,9922,3697,840.54,pagamento,11:08:01,Lindaborough,11:08:25
1842,593,7469,1406.66,retirada,11:22:20,West Chelsea,11:22:27
1843,9526,1566,506.97,retirada,09:45:32,New Morgan,09:46:31
1844,1243,4007,1925.2,pagamento,03:43:40,West Heidifort,03:44:05
1845,8237,6994,3025.39,depósito,21:29:11,Lisafurt,21:29:36
1846,4419,5921,4650.15,depósito,18:37:21,Lake Stanley,18:37:31
1847,4851,2038,1913.51,depósito,09:09:20,Marymouth,09:09:55
1848,7353,6691,2266.35,pagamento,17:59:19,Perrystad,18:00:10
1849,2783,5488,1050.36,retirada,04:46:00,Washingtonhaven,04:46:18
1850,6936,4409,4334.06,transferência,14:34:43,Fernandezmouth,14:35:22
1851,9903,7648,4385.63,depósito,14:47:08,North Hayden,14:47:15
1852,9582,9177,4394.87,pagamento,01:26:53,Michaelborough,01:27:43
1853,5660,8621,1674.8,depósito,17:49:55,North David,17:50:47
1854,9832,1549,3660.91,transferência,12:54:21,West Sandra,12:54:48
1855,1607,4488,4856.63,retirada,11:04:47,Port Jonathan,11:04:57
1856,6833,6998,462.57,depósito,09:06:11,Sherryville,09:07:04
1857,2353,8731,2828.25,pagamento,06:56:58,East Jasminebury,06:57:09
1858,7114,6803,4136.25,transferência,16:20:39,Katherinetown,16:21:36
1859,6284,2825,4206.06,depósito,08:32:41,Maryside,08:33:41
1860,1216,2932,1752.39,pagamento,13:56:48,Lake Jonathan,13:57:23
1861,2266,8448,1102.35,pagamento,16:17:38,Vargasstad,16:18:14
1862,2473,3456,1644.78,depósito,09:33:50,South Kevinborough,09:34:17
1863,1764,2014,3436.81,transferência,16:22:11,Johnsonchester,16:23:10
1864,1553,2484,3017.51,pagamento,10:32:36,West Angelabury,10:32:42
1865,5351,6124,4294.53,depósito,07:02:42,North Nathan,07:03:22
1866,3938,9345,1538.07,transferência,08:26:07,Williamburgh,08:26:35
1867,2253,2393,3762.17,depósito,19:28:17,Fosterbury,19:28:26
1868,8813,6368,4853.82,transferência,17:41:37,West Micheleshire,17:42:25
1869,7222,2618,2798.93,pagamento,10:15:25,New Blakefort,10:15:49
1870,8033,6836,4891.33,depósito,03:24:04,Lake Teresa,03:25:01
1871,6992,2204,623.42,pagamento,16:10:17,Garciaburgh,16:11:08
1872,7224,8378,2172.26,retirada,18:19:25,Aguirrechester,18:19:54
1873,5150,1966,4381.98,retirada,02:47:10,Websterfurt,02:47:38
1874,7616,7427,825.86,transferência,15:30:30,New Erictown,15:31:04
1875,3509,2058,4466.27,transferência,23:37:18,Lake Johnfurt,23:37:56
1876,8475,7668,2035.65,depósito,09:41:38,Danielport,09:41:50
1877,1170,8861,3042.56,depósito,00:07:01,Lake Jennifer,00:07:25
1878,3052,4578,1367.08,transferência,21:31:41,Lake Micheleton,21:32:04
1879,380,3799,4310.07,depósito,14:58:21,Edwardsfurt,14:58:51
1880,1211,1984,2516.14,depósito,15:42:27,Jeremytown,15:43:08
1881,2630,5556,2593.91,transferência,05:45:50,New Christineville,05:45:57
1882,4479,6425,4254.73,transferência,16:29:19,Thomasmouth,16:29:59
1883,976,5686,1193.53,pagamento,08:49:10,North Tracy,08:49:38
1884,9169,9265,2886.57,retirada,04:11:00,North Michelle,04:11:09
1885,7867,1998,1277.83,retirada,05:01:45,Williamchester,05:02:33
1886,9871,3795,4514.56,transferência,01:48:13,Lake Saraburgh,01:48:41
1887,6521,1425,673.48,transferência,07:27:08,West Ericview,07:27:49
1888,8417,2500,74.06,transferência,17:21:15,South Jameston,17:22:15
1889,7175,4796,3820.82,depósito,18:54:24,Huntermouth,18:55:23
1890,3227,7687,2822.33,pagamento,20:37:27,West Bryan,20:38:03
1891,9334,2886,2016.88,transferência,01:56:05,Duncanview,01:56:50
1892,9708,2542,137.6,depósito,03:37:16,Sheppardview,03:38:06
1893,1624,9534,2208.84,retirada,23:43:26,Port Jillianberg,23:43:38
1894,1784,7511,2125.56,pagamento,19:53:38,Craigborough,19:54:07
1895,4644,5560,4166.59,depósito,01:19:19,Mathischester,01:20:00
1896,5991,9336,3210.05,retirada,03:28:36,Jasonmouth,03:29:06
1897,1293,1441,3049.34,pagamento,15:27:14,Moorefurt,15:27:47
1898,5128,1523,2669.8,transferência,12:34:33,Aaronshire,12:34:58
1899,8904,3228,2287.86,pagamento,15:33:19,Weeksfort,15:33:48
1900,8275,8311,3098.71,transferência,16:17:47,Lake Lorraine,16:18:32
1901,9350,5378,2370.24,retirada,10:06:51,Kellyshire,10:07:48
1902,7956,5370,2703.27,pagamento,23:08:40,North Colleen,23:09:11
1903,5782,9593,2425.06,depósito,07:10:26,Alexanderfurt,07:10:37
1904,9003,4326,1085.42,depósito,01:43:49,Perezville,01:44:41
1905,9314,8361,44.51,pagamento,21:13:27,New Brenda,21:13:32
1906,3238,4981,187.58,pagamento,14:11:07,Shawland,14:11:38
1907,222,7211,4685.93,retirada,01:19:12,Beckerstad,01:20:07
1908,6224,7952,806.24,retirada,05:59:00,Lake Ryan,06:00:00
1909,9262,8046,744.29,pagamento,08:11:19,Port Jennifer,08:11:30
1910,192,8617,2486.23,retirada,08:07:42,Robertmouth,08:08:29
1911,2878,1342,503.37,retirada,16:57:49,New Kimberlyside,16:58:27
1912,9449,7589,4354.1,pagamento,09:33:32,North Thomasborough,09:34:20
1913,7778,1523,4413.42,transferência,08:03:06,New Sethborough,08:04:00
1914,4052,8745,2384.8,retirada,08:28:11,Kimberlyhaven,08:28:41
1915,3525,1768,4134.29,transferência,12:34:47,West Anthony,12:35:20
1916,4296,4848,4269.82,transferência,20:22:59,Fordfurt,20:23:13
1917,7803,2134,4356.62,retirada,16:32:44,North Yvonne,16:33:30
1918,6353,4544,634.04,depósito,12:54:03,Dawnstad,12:54:15
1919,4188,9531,166.09,retirada,00:18:24,Lake Nataliestad,00:18:47
1920,9149,2240,4001.43,transferência,12:57:56,West Wesley,12:58:55
1921,5729,5377,3613.62,transferência,12:00:35,Lake Kimberly,12:00:55
1922,8776,4075,1002.59,depósito,22:23:25,Jeffersonchester,22:24:14
1923,7296,3065,1744.79,transferência,09:59:28,South Jessicaton,09:59:50
1924,8653,2720,1559.53,retirada,12:26:38,Smithborough,12:26:49
1925,9150,2498,3858.54,pagamento,20:46:50,South Richard,20:47:27
1926,9866,8176,1730.35,retirada,21:31:36,East Scottbury,21:32:32
1927,7182,5001,3972.63,pagamento,20:40:46,New Cassandraside,20:40:59
1928,6390,4642,4622.67,pagamento,15:35:13,West Anthonychester,15:35:38
1929,5814,3391,3333.98,retirada,17:22:55,West Whitney,17:23:33
1930,8336,6079,4811.67,retirada,02:58:51,Nicholasborough,02:59:40
1931,3107,8488,1998.82,transferência,02:04:11,New Jennamouth,02:04:41
1932,6082,7479,4155.68,retirada,08:52:41,South Elizabeth,08:53:23
1933,1958,8282,4917.15,depósito,21:16:49,Changshire,21:17:01
1934,8951,6110,2730.85,retirada,15:19:36,Wilsonmouth,15:19:57
1935,3586,4718,1529.75,retirada,23:01:50,Hansenside,23:02:24
1936,2890,7592,2225.65,retirada,01:17:00,Joshuamouth,01:17:26
1937,7862,5295,1480.06,transferência,02:16:14,East Alan,02:17:09
1938,9198,7108,217.61,depósito,13:51:32,Jamesberg,13:52:06
1939,1954,3188,4303.77,depósito,19:27:36,Lake Tinaview,19:28:02
1940,2818,3396,1776.78,depósito,06:23:08,Rachelside,06:23:22
1941,5687,7787,2948.22,retirada,11:17:40,Brianfurt,11:18:18
1942,5085,7136,4851.41,retirada,02:26:32,Port Ethan,02:27:20
1943,5555,4007,1742.77,pagamento,11:42:27,Lake Williammouth,11:43:11
1944,309,7659,1705.75,transferência,03:01:07,East Roberttown,03:02:02
1945,4841,4283,4857.04,retirada,15:13:25,Ryanmouth,15:13:45
1946,3149,2796,2979.01,transferência,13:31:37,Peggyborough,13:32:33
1947,4575,8728,690.14,pagamento,13:09:47,Carrtown,13:10:22
1948,8095,5813,4781.75,pagamento,09:18:14,North Deanmouth,09:18:43
1949,9936,9795,2749.12,depósito,11:56:33,Boydberg,11:57:02
1950,7276,7550,3505.53,pagamento,09:35:23,Stephaniemouth,09:35:51
1951,2475,3560,2813.46,pagamento,01:44:56,New Ronald,01:45:07
1952,6531,4580,3432.75,pagamento,20:31:31,Jasonhaven,20:32:19
1953,5497,8489,1524.17,pagamento,04:58:25,Catherineport,04:58:34
1954,1217,1663,1871.7,depósito,06:25:40,New Thomasside,06:25:58
1955,1000,5787,2428.11,depósito,08:43:08,Jennifertown,08:43:58
1956,539,9820,2601.49,depósito,17:02:40,West Stacey,17:03:13
1957,1604,2979,2365.0,depósito,17:15:23,Hollyton,17:16:13
1958,8669,3606,4763.22,transferência,21:55:54,Burkestad,21:56:18
1959,4003,3638,806.27,pagamento,04:47:50,Danielport,04:47:57
1960,5941,3679,3357.82,depósito,02:41:17,New Jefferyborough,02:41:51
1961,8262,7200,3968.01,transferência,03:52:34,East Monique,03:53:34
1962,3538,8085,4724.77,transferência,20:28:27,Smithhaven,20:28:32
1963,2883,9821,2076.44,pagamento,09:11:30,Port Nancy,09:12:27
1964,9892,5352,3422.71,depósito,10:33:10,Greenside,10:34:05
1965,2164,6266,3940.63,transferência,00:23:56,New Timothy,00:24:02
1966,9862,7249,1019.55,retirada,15:44:20,South James,15:45:20
1967,9473,1362,1265.63,depósito,15:01:46,Port Angela,15:02:37
1968,7784,6349,4658.12,retirada,20:08:35,South Jessicaborough,20:08:44
1969,1243,4823,3301.12,retirada,23:19:07,Simpsonborough,23:20:07
1970,7666,1741,3928.97,transferência,18:44:33,Catherineland,18:45:05
1971,388,3004,2223.82,depósito,07:22:41,East Ronaldland,07:22:47
1972,2552,4845,1153.78,retirada,05:55:58,Sheilabury,05:56:41
1973,6318,4841,4174.68,retirada,04:58:12,Eddiefort,04:58:37
1974,1641,5649,2890.18,retirada,10:00:21,Jorgeville,10:00:27
1975,9595,4798,4390.39,transferência,18:29:31,Oliviaburgh,18:29:39
1976,8834,2561,65.83,transferência,23:14:20,East Brittanyborough,23:15:01
1977,5666,1535,4536.36,retirada,10:50:40,Tracihaven,10:50:55
1978,7478,6285,4673.81,transferência,09:30:36,Rosarioland,09:31:15
1979,228,1439,1444.09,retirada,08:20:35,East Markstad,08:20:52
1980,3163,2746,1595.73,retirada,10:23:21,Hardyside,10:23:26
1981,2215,8711,978.27,pagamento,05:35:28,Reyesmouth,05:36:14
1982,5262,4598,1847.05,retirada,02:54:10,Andersonport,02:54:25
1983,1395,8555,2947.69,transferência,00:43:24,Jessicahaven,00:44:01
1984,7187,6665,1593.03,retirada,05:47:37,Dawsonborough,05:47:52
1985,7309,4463,2545.35,transferência,09:27:59,Lake Brian,09:28:44
1986,3713,7648,3783.76,transferência,04:31:48,Abigailview,04:32:32
1987,8187,5312,2823.21,depósito,12:01:06,East Joseph,12:01:50
1988,4199,9057,3439.94,depósito,21:43:13,Port Veronica,21:44:05
1989,2575,6603,3139.97,pagamento,09:22:44,Jennifermouth,09:23:40
1990,6702,6603,3488.18,depósito,02:42:14,New Joe,02:42:35
1991,9342,6044,2602.76,retirada,00:54:35,Gilbertshire,00:55:34
1992,2844,2149,1004.65,retirada,19:11:18,Annatown,19:11:54
1993,7084,5809,645.62,pagamento,22:26:17,Port Matthew,22:26:48
1994,8807,9428,2968.78,depósito,17:55:15,Port Christineview,17:55:23
1995,6884,7657,1932.42,retirada,00:13:50,Morganport,00:13:59
1996,2067,6714,746.74,retirada,05:35:52,Robertaton,05:36:10
1997,4651,3661,1496.46,depósito,03:56:24,East Douglas,03:56:41
1998,8750,9233,2448.56,transferência,12:19:08,Charlesfurt,12:19:40
1999,3936,8366,4853.78,transferência,20:34:57,Tanyaside,20:35:13
2000,6485,8074,4025.19,transferência,22:41:59,West Daniel,22:42:22
2001,6799,2490,3872.39,pagamento,06:34:18,Summersstad,06:35:14
2002,8378,7471,345.36,retirada,15:47:48,North Robertburgh,15:48:12
2003,6660,3065,1676.53,pagamento,05:36:57,East Susanmouth,05:37:49
2004,2800,1495,529.56,pagamento,06:17:16,Alexfurt,06:17:45
2005,3068,9518,3806.89,depósito,08:29:25,South Michelle,08:30:07
2006,6121,5951,2666.85,depósito,20:52:46,Port Debra,20:53:25
2007,2262,1210,922.93,transferência,19:03:33,Richardsburgh,19:03:43
2008,3341,6288,679.61,pagamento,03:11:41,West Andrewtown,03:12:28
2009,4914,6356,1416.77,pagamento,11:27:38,North Kelly,11:28:28
2010,9340,8107,1195.92,pagamento,02:32:56,South Jennifer,02:33:38
2011,4551,3846,187.11,pagamento,16:05:48,Port Donaldland,16:06:38
2012,2058,7430,868.19,depósito,08:03:59,South Lauren,08:04:51
2013,2769,9146,1169.42,pagamento,16:41:58,Clayview,16:42:27
2014,6267,9078,2613.79,transferência,10:13:34,Grahamfurt,10:14:13
2015,9741,9879,547.0,transferência,18:57:28,Russellberg,18:57:45
2016,4544,2275,1592.38,depósito,07:59:19,Greenland,07:59:51
2017,913,2516,4574.38,retirada,02:03:46,North Brianland,02:04:00
2018,5119,3624,1553.52,retirada,19:38:58,Lake Katie,19:39:15
2019,5200,5180,3732.38,depósito,21:49:29,West Mariatown,21:49:34
2020,872,9695,119.48,transferência,19:07:40,Onealport,19:08:02
2021,8050,1577,2038.83,retirada,14:53:35,Sandrachester,14:54:04
2022,1309,5003,14.27,transferência,22:01:14,Port Carlyland,22:01:37
2023,2277,1791,542.74,depósito,13:47:33,West Joanna,13:48:28
2024,1913,7266,3441.88,depósito,13:40:36,East Jonathan,13:41:32
2025,7199,7373,2008.92,pagamento,17:55:15,East Linda,17:55:57
2026,4664,9927,3481.71,transferência,11:05:22,Port Aaron,11:06:12
2027,2852,4326,4153.28,depósito,21:06:54,West Robertberg,21:07:33
2028,8713,5841,573.83,depósito,11:40:27,West Kelseyhaven,11:40:48
2029,4725,7113,3003.5,pagamento,00:12:49,Port Daniel,00:13:23
2030,2398,7116,4984.83,retirada,11:15:54,Jameshaven,11:16:30
2031,3801,5177,4737.12,pagamento,15:51:03,East Robertafort,15:51:53
2032,8298,4631,189.37,retirada,02:05:37,Briggsfurt,02:05:53
2033,8337,4459,4006.19,pagamento,21:28:59,West Jerry,21:29:41
2034,8929,4020,4097.26,transferência,22:08:47,Ginastad,22:09:37
2035,1477,7091,3231.28,depósito,18:26:32,Judyhaven,18:27:00
2036,9959,1990,4113.56,pagamento,13:09:03,West Charles,13:09:16
2037,4709,8724,2749.06,pagamento,19:05:07,North Mariechester,19:06:07
2038,9707,6492,4589.3,pagamento,23:49:40,Jonesview,23:50:19
2039,2314,1714,3261.26,depósito,22:27:21,West Tammychester,22:27:58
2040,5063,4225,3537.91,transferência,02:53:12,East Anthonymouth,02:54:04
2041,5147,4177,2565.1,retirada,00:03:10,West Timothyfort,00:04:03
2042,5340,6541,3755.41,depósito,23:24:55,Kellychester,23:25:41
2043,3754,2121,749.27,depósito,01:03:22,Jonesmouth,01:03:58
2044,7420,1418,3372.6,retirada,06:17:45,Bestberg,06:18:36
2045,5798,8626,4134.75,depósito,05:32:18,New Heatherview,05:32:37
2046,2875,8521,4373.85,transferência,12:48:46,New Mike,12:49:08
2047,4409,1425,4552.0,transferência,10:58:08,Michaelborough,10:58:40
2048,9538,4735,4553.84,transferência,10:44:33,Sanchezberg,10:45:18
2049,933,2061,2357.53,transferência,05:42:54,Lindatown,05:43:39
2050,3039,1025,4316.97,transferência,22:46:43,New Christine,22:47:17
2051,4112,9786,3038.87,transferência,12:54:41,Port Rebeccashire,12:55:13
2052,9783,5940,3210.28,transferência,18:00:48,New Zachary,18:01:27
2053,4655,4035,528.87,retirada,04:49:38,North Thomasview,04:50:33
2054,3499,1607,2594.49,depósito,22:25:14,South Austin,22:25:47
2055,7437,8796,1921.76,pagamento,10:05:02,Stephanieborough,10:05:16
2056,2218,4197,739.92,retirada,17:59:39,New Annaville,18:00:22
2057,7515,6769,1256.58,retirada,18:24:21,Port Diane,18:24:31
2058,7885,9834,4800.94,pagamento,18:13:54,North James,18:14:46
2059,8461,3075,3156.23,pagamento,15:48:10,East Kennethmouth,15:48:36
2060,5534,3101,3772.93,depósito,20:02:46,Dillonchester,20:03:13
2061,553,1157,4402.05,retirada,21:24:04,South Gregoryfurt,21:24:10
2062,4321,9108,2145.16,retirada,02:16:08,Chasefurt,02:16:25
2063,7833,4958,4379.06,transferência,07:49:42,East Scott,07:49:55
2064,6791,9461,4577.37,depósito,07:59:40,Lake Daniel,08:00:39
2065,4140,3948,30.53,transferência,18:57:34,New Tammy,18:57:54
2066,3704,3757,717.66,depósito,19:19:30,Beckerberg,19:19:43
2067,683,5784,2594.76,depósito,20:41:43,Lake Jessicafurt,20:42:10
2068,7899,6116,1753.52,pagamento,13:20:25,East Pamela,13:20:39
2069,2584,2193,2127.86,depósito,02:03:31,Brianshire,02:03:57
2070,7222,9862,227.59,transferência,10:25:26,Lake Paul,10:25:36
2071,9440,2154,449.58,retirada,21:39:04,North Sarahport,21:39:38
2072,8199,2044,3208.29,retirada,13:54:57,North Amberton,13:55:25
2073,9379,1320,2761.29,depósito,16:22:52,Richardsonfort,16:23:40
2074,3630,9567,2099.81,retirada,08:28:12,New Laura,08:28:28
2075,9034,4885,4060.33,pagamento,11:35:19,South Joshua,11:35:36
2076,610,3775,4760.58,transferência,03:23:00,Kiddborough,03:23:23
2077,6431,4913,1523.93,pagamento,03:08:59,Port Andre,03:09:36
2078,1134,3459,1579.54,depósito,13:58:01,South Johnny,13:58:09
2079,2013,3021,4152.59,transferência,12:52:40,Piercestad,12:53:24
